model_id,model_dir,usable,rejection_code,reason,solver_status,solver_max_distance,solver_max_iterations,money_scale,policy_storage_format,policy_dtype,policy_shape,has_consumption_policy,has_deposit_policy,has_saved_liquid_drift,has_saved_illiquid_drift,has_saved_next_liquid_assets,has_saved_next_illiquid_assets,metadata_policy_arrays,metadata_drifts_saved,array_key_count,param__config__borrowing_interest_rate,param__config__borrowing_limit,param__config__consumption_floor,param__config__ct_automatic_illiquid_income_share,param__config__ct_convex_adjustment_cost,param__config__ct_delta_base,param__config__ct_delta_max,param__config__ct_illiquid_cost_floor,param__config__ct_linear_adjustment_cost,param__config__ct_policy_drift_clip,param__config__ct_slow_iterations,param__config__ct_time_step,param__config__dense_liquid_upper,param__config__discount_factor,param__config__empirical_min_cell_count,param__config__empirical_transition_smoothing,param__config__illiquid_interest_rate,param__config__illiquid_max,param__config__illiquid_min,param__config__illiquid_service_flow,param__config__liquid_interest_rate,param__config__liquid_max,param__config__liquid_service_flow,param__config__max_age,param__config__min_age,param__config__retirement_age,param__config__risk_aversion,param__policy__employment__finding_income_slope,param__policy__employment__job_finding_probability,param__policy__employment__job_loss_probability,param__policy__employment__loss_income_slope,param__policy__employment__unemployment_replacement_rate,param__policy__group_values__0,param__policy__income__age_profile_quadratic,param__policy__income__age_profile_slope,param__policy__income__group_log_income_shifters__0,param__policy__income__innovation_std,param__policy__income__mean_income,param__policy__income__persistence,param__policy__pension__replacement_rate,param__policy__tax__deduction,param__policy__tax__flat_rate,param__policy__tax__payroll_rate,param__policy__tax__progressive_exponent,param__policy__tax__progressive_rate,param__policy__tax__tax_cap,param__config__allow_borrowing,param__config__normalize_empirical_money,param__policy__employment__kind,param__policy__employment__retirement_absorbing,param__policy__income__kind,param__policy__pension__kind,param__policy__pension__pension_taxable,param__policy__tax__kind
b767ef4e523f2f,held_out_models/b767ef4e523f2f,True,,,success,9.448629498365335e-06,12,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.15,0.0,1e-08,0.05,2.0,0.5,100000000.0,1e-06,0.1,10000.0,20.0,1.0,0.75,0.985,25.0,0.001,0.06,5.0,1e-06,0.0,0.02,8.0,0.0,80.0,25.0,65.0,4.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.1,0.0,0.2,1.0,0.9,0.25,0.2,0.15,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,progressive
bbb671caaf9728,held_out_models/bbb671caaf9728,True,,,success,402653184.0,20,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.1,-1.0,1e-08,0.05,0.5,0.5,100000000.0,1e-06,0.05,10000.0,20.0,1.0,0.75,0.92,25.0,0.001,0.02,5.0,1e-06,0.0,0.01,8.0,0.0,80.0,25.0,65.0,4.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.4,0.0,0.1,1.0,0.95,0.25,0.2,0.08,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,flat
bc7c802068949d,held_out_models/bc7c802068949d,True,,,success,5905580032.0,20,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.1,-0.25,1e-08,0.0,8.0,0.5,100000000.0,1e-06,0.02,10000.0,20.0,1.0,0.75,0.92,25.0,0.001,0.02,5.0,1e-06,0.0,0.02,8.0,0.0,80.0,25.0,65.0,4.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.25,0.0,0.35,1.0,0.98,0.45,0.2,0.25,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,progressive
c44618cff837ea,held_out_models/c44618cff837ea,True,,,success,8.883088412403595e-06,15,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.15,-0.25,1e-08,0.1,8.0,0.5,100000000.0,1e-06,0.02,10000.0,20.0,1.0,0.75,0.985,25.0,0.001,0.02,5.0,1e-06,0.0,0.0,8.0,0.0,80.0,25.0,65.0,4.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.1,0.0,0.1,1.0,0.95,0.25,0.2,0.25,0.08,1.35,0.02,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,progressive
d28f0d57839af2,held_out_models/d28f0d57839af2,True,,,success,9.06694364710972e+23,20,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.15,-0.25,1e-08,0.1,2.0,0.5,100000000.0,1e-06,0.05,10000.0,20.0,1.0,0.75,0.97,25.0,0.001,0.04,5.0,1e-06,0.0,0.02,8.0,0.0,80.0,25.0,65.0,6.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.25,0.0,0.2,1.0,0.9,0.45,0.2,0.15,0.08,1.35,0.02,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,flat
d46a032a5bf2e4,held_out_models/d46a032a5bf2e4,True,,,success,8.242907640010344e-06,12,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.06,-1.0,1e-08,0.05,2.0,0.5,100000000.0,1e-06,0.1,10000.0,20.0,1.0,0.75,0.92,25.0,0.001,0.02,5.0,1e-06,0.0,0.02,8.0,0.0,80.0,25.0,65.0,2.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.4,0.0,0.1,1.0,0.98,0.65,0.2,0.25,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,flat
d60592fc7d81bc,held_out_models/d60592fc7d81bc,True,,,success,8.70426590122533e+25,20,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.06,-0.5,1e-08,0.05,0.5,0.5,100000000.0,1e-06,0.1,10000.0,20.0,1.0,0.75,0.97,25.0,0.001,0.04,5.0,1e-06,0.0,0.01,8.0,0.0,80.0,25.0,65.0,6.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.1,0.0,0.35,1.0,0.98,0.25,0.2,0.08,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,flat
d72927782c9e4f,held_out_models/d72927782c9e4f,True,,,success,9.67127653694888e-06,14,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.06,-0.25,1e-08,0.0,0.5,0.5,100000000.0,1e-06,0.0,10000.0,20.0,1.0,0.75,0.92,25.0,0.001,0.04,5.0,1e-06,0.0,0.02,8.0,0.0,80.0,25.0,65.0,2.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.4,0.0,0.1,1.0,0.9,0.65,0.2,0.15,0.08,1.35,0.02,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,flat
dcbc367724c5c7,held_out_models/dcbc367724c5c7,True,,,success,9.775161743164062e-06,16,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.06,-0.5,1e-08,0.0,2.0,0.5,100000000.0,1e-06,0.1,10000.0,20.0,1.0,0.75,0.97,25.0,0.001,0.02,5.0,1e-06,0.0,0.01,8.0,0.0,80.0,25.0,65.0,2.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.4,0.0,0.2,1.0,0.98,0.45,0.2,0.15,0.08,1.35,0.02,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,progressive
e16c8f53617782,held_out_models/e16c8f53617782,True,,,success,671088640.0,20,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.1,-0.25,1e-08,0.0,2.0,0.5,100000000.0,1e-06,0.1,10000.0,20.0,1.0,0.75,0.95,25.0,0.001,0.04,5.0,1e-06,0.0,0.01,8.0,0.0,80.0,25.0,65.0,4.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.4,0.0,0.35,1.0,0.9,0.45,0.2,0.15,0.08,1.35,0.02,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,flat
e2154b44bdb0f1,held_out_models/e2154b44bdb0f1,True,,,success,9.931224667525385e-06,8,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.06,0.0,1e-08,0.05,8.0,0.5,100000000.0,1e-06,0.0,10000.0,20.0,1.0,0.75,0.92,25.0,0.001,0.04,5.0,1e-06,0.0,0.01,8.0,0.0,80.0,25.0,65.0,6.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.4,0.0,0.1,1.0,0.95,0.45,0.2,0.15,0.08,1.35,0.02,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,flat
e415d23d7e828f,held_out_models/e415d23d7e828f,True,,,success,9.777955710887907e-06,10,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.1,0.0,1e-08,0.05,8.0,0.5,100000000.0,1e-06,0.05,10000.0,20.0,1.0,0.75,0.95,25.0,0.001,0.04,5.0,1e-06,0.0,0.02,8.0,0.0,80.0,25.0,65.0,4.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.25,0.0,0.2,1.0,0.98,0.45,0.2,0.25,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,progressive
e4df79abf023dc,held_out_models/e4df79abf023dc,True,,,success,268435456.0,20,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.06,-1.0,1e-08,0.1,2.0,0.5,100000000.0,1e-06,0.1,10000.0,20.0,1.0,0.75,0.92,25.0,0.001,0.06,5.0,1e-06,0.0,0.02,8.0,0.0,80.0,25.0,65.0,4.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.4,0.0,0.1,1.0,0.98,0.65,0.2,0.08,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,flat
e8b16046778bd5,held_out_models/e8b16046778bd5,True,,,success,8.952581197263498e-06,18,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.06,-0.5,1e-08,0.0,0.5,0.5,100000000.0,1e-06,0.02,10000.0,20.0,1.0,0.75,0.95,25.0,0.001,0.02,5.0,1e-06,0.0,0.02,8.0,0.0,80.0,25.0,65.0,4.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.25,0.0,0.1,1.0,0.95,0.65,0.2,0.08,0.08,1.35,0.02,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,flat
e8e8e38f2f5e5c,held_out_models/e8e8e38f2f5e5c,True,,,success,4831838208.0,20,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.1,-1.0,1e-08,0.0,8.0,0.5,100000000.0,1e-06,0.02,10000.0,20.0,1.0,0.75,0.95,25.0,0.001,0.06,5.0,1e-06,0.0,0.01,8.0,0.0,80.0,25.0,65.0,4.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.1,0.0,0.2,1.0,0.95,0.65,0.2,0.08,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,flat
e9293d62934130,held_out_models/e9293d62934130,True,,,success,5368709120.0,20,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.1,-0.5,1e-08,0.05,8.0,0.5,100000000.0,1e-06,0.1,10000.0,20.0,1.0,0.75,0.92,25.0,0.001,0.06,5.0,1e-06,0.0,0.01,8.0,0.0,80.0,25.0,65.0,4.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.4,0.0,0.35,1.0,0.95,0.25,0.2,0.08,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,flat
e933b00417d627,held_out_models/e933b00417d627,True,,,success,3758096384.0,20,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.1,-1.0,1e-08,0.1,8.0,0.5,100000000.0,1e-06,0.05,10000.0,20.0,1.0,0.75,0.985,25.0,0.001,0.06,5.0,1e-06,0.0,0.01,8.0,0.0,80.0,25.0,65.0,4.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.25,0.0,0.1,1.0,0.98,0.25,0.2,0.15,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,progressive
ea8624d4312b77,held_out_models/ea8624d4312b77,True,,,success,9.857248983280442e-06,11,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.15,0.0,1e-08,0.1,2.0,0.5,100000000.0,1e-06,0.02,10000.0,20.0,1.0,0.75,0.97,25.0,0.001,0.06,5.0,1e-06,0.0,0.01,8.0,0.0,80.0,25.0,65.0,2.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.25,0.0,0.2,1.0,0.95,0.65,0.2,0.15,0.08,1.35,0.02,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,flat
eba3be1907fd08,held_out_models/eba3be1907fd08,True,,,success,9.717593998259666e-06,17,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.06,-1.0,1e-08,0.0,0.5,0.5,100000000.0,1e-06,0.1,10000.0,20.0,1.0,0.75,0.985,25.0,0.001,0.06,5.0,1e-06,0.0,0.01,8.0,0.0,80.0,25.0,65.0,2.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.4,0.0,0.1,1.0,0.95,0.25,0.2,0.08,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,flat
ed3b966f4b7300,held_out_models/ed3b966f4b7300,True,,,success,2.7200830941329156e+24,20,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.06,-1.0,1e-08,0.05,0.5,0.5,100000000.0,1e-06,0.1,10000.0,20.0,1.0,0.75,0.95,25.0,0.001,0.06,5.0,1e-06,0.0,0.0,8.0,0.0,80.0,25.0,65.0,6.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.1,0.0,0.2,1.0,0.9,0.65,0.2,0.25,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,flat
eebe5035386103,held_out_models/eebe5035386103,True,,,success,9.775161743164062e-06,14,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.15,0.0,1e-08,0.1,2.0,0.5,100000000.0,1e-06,0.0,10000.0,20.0,1.0,0.75,0.97,25.0,0.001,0.02,5.0,1e-06,0.0,0.02,8.0,0.0,80.0,25.0,65.0,6.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.1,0.0,0.2,1.0,0.95,0.25,0.2,0.25,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,flat
f05b69e857ecb1,held_out_models/f05b69e857ecb1,True,,,success,0.25,20,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.06,0.0,1e-08,0.05,8.0,0.5,100000000.0,1e-06,0.05,10000.0,20.0,1.0,0.75,0.95,25.0,0.001,0.02,5.0,1e-06,0.0,0.0,8.0,0.0,80.0,25.0,65.0,6.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.1,0.0,0.35,1.0,0.95,0.65,0.2,0.25,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,progressive
f28aa349fa0ff2,held_out_models/f28aa349fa0ff2,True,,,success,9.99299311388313e-06,16,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.06,-1.0,1e-08,0.0,2.0,0.5,100000000.0,1e-06,0.1,10000.0,20.0,1.0,0.75,0.985,25.0,0.001,0.04,5.0,1e-06,0.0,0.0,8.0,0.0,80.0,25.0,65.0,4.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.1,0.0,0.1,1.0,0.9,0.45,0.2,0.25,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,progressive
f3062bcc1e8b57,held_out_models/f3062bcc1e8b57,True,,,success,9.462237358093262e-06,18,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.1,-1.0,1e-08,0.05,0.5,0.5,100000000.0,1e-06,0.02,10000.0,20.0,1.0,0.75,0.92,25.0,0.001,0.02,5.0,1e-06,0.0,0.0,8.0,0.0,80.0,25.0,65.0,2.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.25,0.0,0.35,1.0,0.9,0.45,0.2,0.08,0.08,1.35,0.02,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,progressive
f35bb568ca1f58,held_out_models/f35bb568ca1f58,True,,,success,8.165836334228516e-06,17,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.1,-1.0,1e-08,0.0,0.5,0.5,100000000.0,1e-06,0.05,10000.0,20.0,1.0,0.75,0.985,25.0,0.001,0.06,5.0,1e-06,0.0,0.02,8.0,0.0,80.0,25.0,65.0,2.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.25,0.0,0.35,1.0,0.9,0.25,0.2,0.25,0.08,1.35,0.02,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,flat
f4dc5e5f9cc770,held_out_models/f4dc5e5f9cc770,True,,,success,9.838718085575238e-06,16,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.06,-0.5,1e-08,0.0,2.0,0.5,100000000.0,1e-06,0.1,10000.0,20.0,1.0,0.75,0.97,25.0,0.001,0.02,5.0,1e-06,0.0,0.0,8.0,0.0,80.0,25.0,65.0,4.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.25,0.0,0.1,1.0,0.95,0.45,0.2,0.15,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,flat
f6e7c18c82a265,held_out_models/f6e7c18c82a265,True,,,success,0.015625,20,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.06,0.0,1e-08,0.05,8.0,0.5,100000000.0,1e-06,0.02,10000.0,20.0,1.0,0.75,0.97,25.0,0.001,0.04,5.0,1e-06,0.0,0.02,8.0,0.0,80.0,25.0,65.0,6.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.1,0.0,0.2,1.0,0.98,0.45,0.2,0.15,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,flat
fb8a59c71c21a1,held_out_models/fb8a59c71c21a1,True,,,success,4.0531158447265625e-06,15,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.15,-1.0,1e-08,0.05,2.0,0.5,100000000.0,1e-06,0.0,10000.0,20.0,1.0,0.75,0.92,25.0,0.001,0.06,5.0,1e-06,0.0,0.0,8.0,0.0,80.0,25.0,65.0,2.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.25,0.0,0.2,1.0,0.98,0.65,0.2,0.08,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,flat
fc6e101b08840a,held_out_models/fc6e101b08840a,True,,,success,1.5111572745182865e+24,20,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.1,-1.0,1e-08,0.0,8.0,0.5,100000000.0,1e-06,0.05,10000.0,20.0,1.0,0.75,0.985,25.0,0.001,0.02,5.0,1e-06,0.0,0.02,8.0,0.0,80.0,25.0,65.0,6.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.25,0.0,0.1,1.0,0.9,0.25,0.2,0.15,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,flat
fe32f4bc7d1fc1,held_out_models/fe32f4bc7d1fc1,True,,,success,3221225472.0,20,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.06,-1.0,1e-08,0.05,0.5,0.5,100000000.0,1e-06,0.1,10000.0,20.0,1.0,0.75,0.985,25.0,0.001,0.04,5.0,1e-06,0.0,0.02,8.0,0.0,80.0,25.0,65.0,4.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.25,0.0,0.35,1.0,0.9,0.45,0.2,0.15,0.08,1.35,0.02,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,progressive
fe98c581621840,held_out_models/fe98c581621840,True,,,success,9.249895811080933e-06,10,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.1,0.0,1e-08,0.1,8.0,0.5,100000000.0,1e-06,0.05,10000.0,20.0,1.0,0.75,0.985,25.0,0.001,0.06,5.0,1e-06,0.0,0.02,8.0,0.0,80.0,25.0,65.0,4.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.1,0.0,0.2,1.0,0.98,0.45,0.2,0.25,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,flat
