model_id,model_dir,usable,rejection_code,reason,solver_status,solver_max_distance,solver_max_iterations,money_scale,policy_storage_format,policy_dtype,policy_shape,has_consumption_policy,has_deposit_policy,has_saved_liquid_drift,has_saved_illiquid_drift,has_saved_next_liquid_assets,has_saved_next_illiquid_assets,metadata_policy_arrays,metadata_drifts_saved,array_key_count,param__config__borrowing_interest_rate,param__config__borrowing_limit,param__config__consumption_floor,param__config__ct_automatic_illiquid_income_share,param__config__ct_convex_adjustment_cost,param__config__ct_delta_base,param__config__ct_delta_max,param__config__ct_illiquid_cost_floor,param__config__ct_linear_adjustment_cost,param__config__ct_policy_drift_clip,param__config__ct_slow_iterations,param__config__ct_time_step,param__config__dense_liquid_upper,param__config__discount_factor,param__config__empirical_min_cell_count,param__config__empirical_transition_smoothing,param__config__illiquid_interest_rate,param__config__illiquid_max,param__config__illiquid_min,param__config__illiquid_service_flow,param__config__liquid_interest_rate,param__config__liquid_max,param__config__liquid_service_flow,param__config__max_age,param__config__min_age,param__config__retirement_age,param__config__risk_aversion,param__policy__employment__finding_income_slope,param__policy__employment__job_finding_probability,param__policy__employment__job_loss_probability,param__policy__employment__loss_income_slope,param__policy__employment__unemployment_replacement_rate,param__policy__group_values__0,param__policy__income__age_profile_quadratic,param__policy__income__age_profile_slope,param__policy__income__group_log_income_shifters__0,param__policy__income__innovation_std,param__policy__income__mean_income,param__policy__income__persistence,param__policy__pension__replacement_rate,param__policy__tax__deduction,param__policy__tax__flat_rate,param__policy__tax__payroll_rate,param__policy__tax__progressive_exponent,param__policy__tax__progressive_rate,param__policy__tax__tax_cap,param__config__allow_borrowing,param__config__normalize_empirical_money,param__policy__employment__kind,param__policy__employment__retirement_absorbing,param__policy__income__kind,param__policy__pension__kind,param__policy__pension__pension_taxable,param__policy__tax__kind
4baac36154d4a9,held_out_models/4baac36154d4a9,True,,,success,9.506940841674805e-06,18,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.1,-0.5,1e-08,0.1,8.0,0.5,100000000.0,1e-06,0.0,10000.0,20.0,1.0,0.75,0.92,25.0,0.001,0.02,5.0,1e-06,0.0,0.02,8.0,0.0,80.0,25.0,65.0,2.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.4,0.0,0.35,1.0,0.9,0.65,0.2,0.15,0.08,1.35,0.02,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,flat
51d0124410646d,held_out_models/51d0124410646d,True,,,success,3758096384.0,20,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.15,-1.0,1e-08,0.0,0.5,0.5,100000000.0,1e-06,0.1,10000.0,20.0,1.0,0.75,0.92,25.0,0.001,0.02,5.0,1e-06,0.0,0.01,8.0,0.0,80.0,25.0,65.0,4.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.4,0.0,0.35,1.0,0.9,0.45,0.2,0.08,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,flat
53d9775179c23f,held_out_models/53d9775179c23f,True,,,success,9.639421477913857e-06,14,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.1,0.0,1e-08,0.1,0.5,0.5,100000000.0,1e-06,0.05,10000.0,20.0,1.0,0.75,0.95,25.0,0.001,0.04,5.0,1e-06,0.0,0.01,8.0,0.0,80.0,25.0,65.0,2.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.1,0.0,0.35,1.0,0.98,0.45,0.2,0.08,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,progressive
58e19579fd175f,held_out_models/58e19579fd175f,True,,,success,9.657803047957714e-06,17,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.15,-0.25,1e-08,0.1,2.0,0.5,100000000.0,1e-06,0.0,10000.0,20.0,1.0,0.75,0.95,25.0,0.001,0.04,5.0,1e-06,0.0,0.01,8.0,0.0,80.0,25.0,65.0,2.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.4,0.0,0.1,1.0,0.95,0.25,0.2,0.15,0.08,1.35,0.02,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,progressive
5abf5135490c1a,held_out_models/5abf5135490c1a,True,,,success,9.470654941168276e-06,7,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.1,0.0,1e-08,0.05,8.0,0.5,100000000.0,1e-06,0.05,10000.0,20.0,1.0,0.75,0.92,25.0,0.001,0.02,5.0,1e-06,0.0,0.01,8.0,0.0,80.0,25.0,65.0,2.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.1,0.0,0.1,1.0,0.9,0.45,0.2,0.15,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,flat
5cb92d0a58047d,held_out_models/5cb92d0a58047d,True,,,success,2.90142196707511e+25,20,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.06,-0.5,1e-08,0.0,8.0,0.5,100000000.0,1e-06,0.1,10000.0,20.0,1.0,0.75,0.92,25.0,0.001,0.06,5.0,1e-06,0.0,0.01,8.0,0.0,80.0,25.0,65.0,6.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.25,0.0,0.35,1.0,0.98,0.65,0.2,0.08,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,flat
604bbaa1718669,held_out_models/604bbaa1718669,True,,,success,9.976327419281006e-06,16,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.15,-0.25,1e-08,0.1,8.0,0.5,100000000.0,1e-06,0.0,10000.0,20.0,1.0,0.75,0.92,25.0,0.001,0.02,5.0,1e-06,0.0,0.01,8.0,0.0,80.0,25.0,65.0,2.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.25,0.0,0.35,1.0,0.9,0.45,0.2,0.15,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,progressive
6450ed399cb5bc,held_out_models/6450ed399cb5bc,True,,,success,8.821487426757812e-06,18,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.15,-0.25,1e-08,0.05,2.0,0.5,100000000.0,1e-06,0.02,10000.0,20.0,1.0,0.75,0.985,25.0,0.001,0.04,5.0,1e-06,0.0,0.0,8.0,0.0,80.0,25.0,65.0,2.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.1,0.0,0.35,1.0,0.98,0.45,0.2,0.15,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,progressive
65b34962469e6d,held_out_models/65b34962469e6d,True,,,success,9.525407222099602e-06,16,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.1,0.0,1e-08,0.0,0.5,0.5,100000000.0,1e-06,0.1,10000.0,20.0,1.0,0.75,0.985,25.0,0.001,0.04,5.0,1e-06,0.0,0.01,8.0,0.0,80.0,25.0,65.0,6.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.25,0.0,0.1,1.0,0.98,0.45,0.2,0.08,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,progressive
677567b6e7a4b4,held_out_models/677567b6e7a4b4,True,,,success,1.3539969179683848e+26,20,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.15,-1.0,1e-08,0.1,2.0,0.5,100000000.0,1e-06,0.05,10000.0,20.0,1.0,0.75,0.985,25.0,0.001,0.06,5.0,1e-06,0.0,0.01,8.0,0.0,80.0,25.0,65.0,6.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.25,0.0,0.35,1.0,0.98,0.65,0.2,0.25,0.08,1.35,0.02,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,progressive
681081d45a094b,held_out_models/681081d45a094b,True,,,success,6.044629098073146e+23,20,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.06,-0.25,1e-08,0.1,0.5,0.5,100000000.0,1e-06,0.1,10000.0,20.0,1.0,0.75,0.985,25.0,0.001,0.06,5.0,1e-06,0.0,0.02,8.0,0.0,80.0,25.0,65.0,6.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.1,0.0,0.2,1.0,0.95,0.45,0.2,0.08,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,flat
692ec3b9dcc73f,held_out_models/692ec3b9dcc73f,True,,,success,9.298324584960938e-06,12,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.1,0.0,1e-08,0.0,8.0,0.5,100000000.0,1e-06,0.1,10000.0,20.0,1.0,0.75,0.92,25.0,0.001,0.02,5.0,1e-06,0.0,0.0,8.0,0.0,80.0,25.0,65.0,4.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.25,0.0,0.35,1.0,0.95,0.25,0.2,0.25,0.08,1.35,0.02,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,flat
6a79743df893f7,held_out_models/6a79743df893f7,True,,,success,9.664743288340104e-06,13,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.1,0.0,1e-08,0.05,8.0,0.5,100000000.0,1e-06,0.0,10000.0,20.0,1.0,0.75,0.97,25.0,0.001,0.04,5.0,1e-06,0.0,0.0,8.0,0.0,80.0,25.0,65.0,2.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.4,0.0,0.1,1.0,0.98,0.45,0.2,0.25,0.08,1.35,0.02,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,flat
6b0f60a6175893,held_out_models/6b0f60a6175893,True,,,success,8.587201591581106e-06,15,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.15,-0.5,1e-08,0.1,0.5,0.5,100000000.0,1e-06,0.1,10000.0,20.0,1.0,0.75,0.92,25.0,0.001,0.02,5.0,1e-06,0.0,0.0,8.0,0.0,80.0,25.0,65.0,2.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.1,0.0,0.2,1.0,0.9,0.25,0.2,0.08,0.08,1.35,0.02,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,progressive
6d6b7c1416e8ce,held_out_models/6d6b7c1416e8ce,True,,,success,0.0001621923903547,20,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.06,-0.25,1e-08,0.0,0.5,0.5,100000000.0,1e-06,0.05,10000.0,20.0,1.0,0.75,0.985,25.0,0.001,0.04,5.0,1e-06,0.0,0.02,8.0,0.0,80.0,25.0,65.0,2.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.4,0.0,0.35,1.0,0.95,0.25,0.2,0.08,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,flat
710ff50cd3ed10,held_out_models/710ff50cd3ed10,True,,,success,9.36281867325306e-06,10,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.15,-0.25,1e-08,0.05,8.0,0.5,100000000.0,1e-06,0.0,10000.0,20.0,1.0,0.75,0.95,25.0,0.001,0.06,5.0,1e-06,0.0,0.02,8.0,0.0,80.0,25.0,65.0,6.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.4,0.0,0.1,1.0,0.95,0.65,0.2,0.08,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,flat
7206f1bef47b86,held_out_models/7206f1bef47b86,True,,,success,3.8685626227668134e+25,20,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.1,-0.25,1e-08,0.0,8.0,0.5,100000000.0,1e-06,0.05,10000.0,20.0,1.0,0.75,0.92,25.0,0.001,0.06,5.0,1e-06,0.0,0.01,8.0,0.0,80.0,25.0,65.0,6.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.25,0.0,0.2,1.0,0.98,0.25,0.2,0.08,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,progressive
721202cfbd6bc0,held_out_models/721202cfbd6bc0,True,,,success,1.2089258196146292e+24,20,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.1,-1.0,1e-08,0.1,2.0,0.5,100000000.0,1e-06,0.0,10000.0,20.0,1.0,0.75,0.97,25.0,0.001,0.02,5.0,1e-06,0.0,0.01,8.0,0.0,80.0,25.0,65.0,6.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.4,0.0,0.1,1.0,0.9,0.25,0.2,0.15,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,progressive
724bba0191bf71,held_out_models/724bba0191bf71,True,,,success,2.659636803152184e+25,20,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.06,-0.5,1e-08,0.1,2.0,0.5,100000000.0,1e-06,0.1,10000.0,20.0,1.0,0.75,0.92,25.0,0.001,0.06,5.0,1e-06,0.0,0.01,8.0,0.0,80.0,25.0,65.0,6.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.4,0.0,0.35,1.0,0.98,0.45,0.2,0.15,0.08,1.35,0.02,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,progressive
735954d5632086,held_out_models/735954d5632086,True,,,success,9.894371032714844e-06,16,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.06,-1.0,1e-08,0.1,8.0,0.5,100000000.0,1e-06,0.1,10000.0,20.0,1.0,0.75,0.97,25.0,0.001,0.04,5.0,1e-06,0.0,0.02,8.0,0.0,80.0,25.0,65.0,2.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.25,0.0,0.35,1.0,0.98,0.45,0.2,0.25,0.08,1.35,0.02,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,flat
7dc3bddea8ec99,held_out_models/7dc3bddea8ec99,True,,,success,9.772904661531356e-06,14,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.15,0.0,1e-08,0.1,0.5,0.5,100000000.0,1e-06,0.0,10000.0,20.0,1.0,0.75,0.95,25.0,0.001,0.04,5.0,1e-06,0.0,0.01,8.0,0.0,80.0,25.0,65.0,2.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.25,0.0,0.35,1.0,0.9,0.45,0.2,0.15,0.08,1.35,0.02,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,flat
7f7d9445b6d6a9,held_out_models/7f7d9445b6d6a9,True,,,success,1.7363589710065466e+22,20,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.15,-1.0,1e-08,0.05,0.5,0.5,100000000.0,1e-06,0.05,10000.0,20.0,1.0,0.75,0.985,25.0,0.001,0.06,5.0,1e-06,0.0,0.02,8.0,0.0,80.0,25.0,65.0,4.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.25,0.0,0.35,1.0,0.95,0.65,0.2,0.15,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,flat
8d13172c323d08,held_out_models/8d13172c323d08,True,,,success,4294967296.0,20,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.1,-0.5,1e-08,0.0,8.0,0.5,100000000.0,1e-06,0.1,10000.0,20.0,1.0,0.75,0.985,25.0,0.001,0.06,5.0,1e-06,0.0,0.01,8.0,0.0,80.0,25.0,65.0,4.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.25,0.0,0.35,1.0,0.9,0.25,0.2,0.08,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,progressive
8d5f48f54851ab,held_out_models/8d5f48f54851ab,True,,,success,8.046627044677734e-06,17,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.1,-1.0,1e-08,0.1,2.0,0.5,100000000.0,1e-06,0.0,10000.0,20.0,1.0,0.75,0.92,25.0,0.001,0.06,5.0,1e-06,0.0,0.0,8.0,0.0,80.0,25.0,65.0,2.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.25,0.0,0.35,1.0,0.95,0.25,0.2,0.08,0.08,1.35,0.02,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,progressive
90283d667df994,held_out_models/90283d667df994,True,,,success,3221225472.0,20,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.15,-0.5,1e-08,0.0,0.5,0.5,100000000.0,1e-06,0.0,10000.0,20.0,1.0,0.75,0.92,25.0,0.001,0.06,5.0,1e-06,0.0,0.02,8.0,0.0,80.0,25.0,65.0,4.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.4,0.0,0.35,1.0,0.9,0.45,0.2,0.25,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,flat
91d2843aa285e6,held_out_models/91d2843aa285e6,True,,,success,9.953975677490234e-06,11,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.15,0.0,1e-08,0.1,8.0,0.5,100000000.0,1e-06,0.05,10000.0,20.0,1.0,0.75,0.97,25.0,0.001,0.02,5.0,1e-06,0.0,0.02,8.0,0.0,80.0,25.0,65.0,4.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.1,0.0,0.35,1.0,0.95,0.45,0.2,0.08,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,progressive
9470e04a1ab703,held_out_models/9470e04a1ab703,True,,,success,8.53037406045587e-06,13,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.1,0.0,1e-08,0.05,0.5,0.5,100000000.0,1e-06,0.0,10000.0,20.0,1.0,0.75,0.92,25.0,0.001,0.06,5.0,1e-06,0.0,0.02,8.0,0.0,80.0,25.0,65.0,2.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.25,0.0,0.35,1.0,0.95,0.65,0.2,0.08,0.08,1.35,0.02,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,progressive
975e25feb28e14,held_out_models/975e25feb28e14,True,,,success,4294967296.0,20,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.06,-1.0,1e-08,0.0,0.5,0.5,100000000.0,1e-06,0.0,10000.0,20.0,1.0,0.75,0.985,25.0,0.001,0.04,5.0,1e-06,0.0,0.0,8.0,0.0,80.0,25.0,65.0,4.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.1,0.0,0.35,1.0,0.9,0.65,0.2,0.25,0.08,1.35,0.02,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,flat
9769c26fd1924f,held_out_models/9769c26fd1924f,True,,,success,0.0625,20,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.1,0.0,1e-08,0.0,8.0,0.5,100000000.0,1e-06,0.02,10000.0,20.0,1.0,0.75,0.97,25.0,0.001,0.06,5.0,1e-06,0.0,0.0,8.0,0.0,80.0,25.0,65.0,4.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.4,0.0,0.35,1.0,0.98,0.45,0.2,0.25,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,flat
989a0e4028c366,held_out_models/989a0e4028c366,True,,,success,8.928676834329963e-06,17,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.15,-0.5,1e-08,0.0,0.5,0.5,100000000.0,1e-06,0.05,10000.0,20.0,1.0,0.75,0.985,25.0,0.001,0.06,5.0,1e-06,0.0,0.0,8.0,0.0,80.0,25.0,65.0,6.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.1,0.0,0.1,1.0,0.9,0.25,0.2,0.08,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,progressive
9d916457b479bf,held_out_models/9d916457b479bf,True,,,success,9.999487701861652e-06,13,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.15,-0.25,1e-08,0.0,0.5,0.5,100000000.0,1e-06,0.0,10000.0,20.0,1.0,0.75,0.92,25.0,0.001,0.04,5.0,1e-06,0.0,0.02,8.0,0.0,80.0,25.0,65.0,4.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.4,0.0,0.1,1.0,0.95,0.25,0.2,0.08,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,progressive
a3391e7ae81cb0,held_out_models/a3391e7ae81cb0,True,,,success,1073741824.0,20,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.1,-0.25,1e-08,0.05,2.0,0.5,100000000.0,1e-06,0.1,10000.0,20.0,1.0,0.75,0.92,25.0,0.001,0.06,5.0,1e-06,0.0,0.02,8.0,0.0,80.0,25.0,65.0,4.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.25,0.0,0.35,1.0,0.9,0.45,0.2,0.25,0.08,1.35,0.02,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,progressive
a3b1c4698244f3,held_out_models/a3b1c4698244f3,True,,,success,9.833191114694271e-06,10,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.15,0.0,1e-08,0.05,2.0,0.5,100000000.0,1e-06,0.0,10000.0,20.0,1.0,0.75,0.92,25.0,0.001,0.02,5.0,1e-06,0.0,0.0,8.0,0.0,80.0,25.0,65.0,2.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.4,0.0,0.1,1.0,0.9,0.65,0.2,0.25,0.08,1.35,0.02,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,flat
ab284af4350d5d,held_out_models/ab284af4350d5d,True,,,success,9.059906005859377e-06,16,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.1,-0.5,1e-08,0.05,2.0,0.5,100000000.0,1e-06,0.05,10000.0,20.0,1.0,0.75,0.985,25.0,0.001,0.06,5.0,1e-06,0.0,0.02,8.0,0.0,80.0,25.0,65.0,2.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.25,0.0,0.35,1.0,0.98,0.45,0.2,0.15,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,progressive
ad3266b3475a59,held_out_models/ad3266b3475a59,True,,,success,5.4836273193359375e-06,17,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.15,-0.5,1e-08,0.05,0.5,0.5,100000000.0,1e-06,0.05,10000.0,20.0,1.0,0.75,0.985,25.0,0.001,0.04,5.0,1e-06,0.0,0.02,8.0,0.0,80.0,25.0,65.0,2.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.4,0.0,0.35,1.0,0.95,0.25,0.2,0.08,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,flat
b40322f5d34d70,held_out_models/b40322f5d34d70,True,,,success,0.0001220703125,20,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.1,-0.25,1e-08,0.05,8.0,0.5,100000000.0,1e-06,0.1,10000.0,20.0,1.0,0.75,0.97,25.0,0.001,0.06,5.0,1e-06,0.0,0.02,8.0,0.0,80.0,25.0,65.0,6.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.1,0.0,0.1,1.0,0.98,0.65,0.2,0.25,0.08,1.35,0.02,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,progressive
b634dd6c67a53b,held_out_models/b634dd6c67a53b,True,,,success,9.79968172032386e-06,10,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.06,-0.5,1e-08,0.1,0.5,0.5,100000000.0,1e-06,0.05,10000.0,20.0,1.0,0.75,0.92,25.0,0.001,0.04,5.0,1e-06,0.0,0.0,8.0,0.0,80.0,25.0,65.0,6.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.4,0.0,0.1,1.0,0.95,0.65,0.2,0.15,0.08,1.35,0.02,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,progressive
b6811a4e58f9b4,held_out_models/b6811a4e58f9b4,True,,,success,9.560957551002502e-06,11,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.1,0.0,1e-08,0.1,8.0,0.5,100000000.0,1e-06,0.0,10000.0,20.0,1.0,0.75,0.92,25.0,0.001,0.06,5.0,1e-06,0.0,0.02,8.0,0.0,80.0,25.0,65.0,4.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.1,0.0,0.35,1.0,0.9,0.65,0.2,0.25,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,flat
b6ba60496cee4f,held_out_models/b6ba60496cee4f,True,,,success,9.494802156950756e-06,18,1.0,compact_consumption_deposit,float32,1x56x12x2x99x15,True,True,False,False,False,False,"[""consumption"", ""deposit""]",False,11,0.06,-0.25,1e-08,0.05,0.5,0.5,100000000.0,1e-06,0.1,10000.0,20.0,1.0,0.75,0.985,25.0,0.001,0.06,5.0,1e-06,0.0,0.0,8.0,0.0,80.0,25.0,65.0,2.0,0.0,0.85,0.02,0.0,0.3,0.0,-0.1,0.4,0.0,0.2,1.0,0.95,0.45,0.2,0.15,0.08,1.35,0.05,0.95,True,True,constant,True,rouwenhorst,replacement_rate,True,flat
