output,lower,upper
consumption,0.00014797789553995243,2.950105849504464
deposit,-1.1912492698431014,0.6815330553054779
delta_liquid_assets,-1.6914361128462294,2.396616620161703
delta_illiquid_assets,-1.0410820341380798,0.8571637266925889
next_liquid_assets,-0.8780209124879405,7.459380470013702
next_illiquid_assets,9.999999976277576e-07,5.0
